Plate2-H7	0	0	0	0.0112929741	0	0	0	0	0	0	0	0	0	0.0057894361	0	0.0012150668	0.0027160317	0	0	0.001929812	0	0	0	0	0.0006432707	0	0.0022157101	0	0.0041455221	0.0050746909	0.0058609106	0	0	0	0	0.0014294904	0	0	0	0	0	0	0	0	0	0	0	0.0042169966	0	0	0
Plate2-D6	0	0.0052835505	0	0.0066421778	0	0	0	0	0	0.0038242842	0.0003522367	0	0	0	0.0028682132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0132843557	0	0.0368338952	0.0305439541	0.0044281186	0.0016605445	0.0011070296	0.0012076687	0.0032204499	0	0	0	0	0	0.0012579882	0	0	0	0.002666935	0	0	0.0015599054
Plate2-D8	0.0011224988	0	0	0.0168374817	0	0.0010736945	0.0046852123	0	0	0.0040507565	0	0.0018545632	0	0.0142020498	0.0008784773	0.0011713031	0.0026354319	0	0	0.0018057589	0	0	0.0137140068	0.0019521718	0.0006832601	0	0	0	0	0.0183504148	0	0	0	0	0	0.0035139092	0	0	0.0018545632	0	0	0	0	0.0061493411	0	0.0016105417	0	0.0090287945	0	0	0.0030746706
Plate2-F6	0.0012593703	0.0130734633	0	0	0	0	0	0	0	0	0	0	0	0.0014992504	0	0	0	0.0028185907	0	0.0008995502	0	0.0022788606	0	0	0	0	0	0	0	0.0063568216	0	0.0018590705	0	0	0.0075562219	0.0053373313	0.0008395802	0.0049775112	0.0017391304	0	0	0.0031184408	0.0005997001	0.0023988006	0	0	0	0	0.0107946027	0	0.0073763118
Plate2-G6	0	0.0030572692	0	0.0103182836	0	0.0015832287	0	0	0	0	0.0008189114	0	0	0.0009826937	0.0010372878	0	0	0.0009280996	0	0	0.0008735055	0.0020745755	0	0	0	0	0	0	0	0.0015832287	0	0	0.0012556641	0	0.0076977671	0.0048042802	0	0.0024567342	0.0020199814	0.006442103	0	0.0102090954	0	0.0079707376	0	0	0	0	0	0.0053502211	0.0117923241
Plate2-C8	0.0012893521	0	0	0.0169227463	0	0.0146663801	0.0114967229	0	0	0.0051036854	0	0.0085419577	0.0052111314	0.0154722252	0	0	0	0	0	0.000214892	0	0.0034382723	0.0057483614	0.0076286666	0.0008058451	0	0	0	0	0.0018265821	0	0	0	0	0.0064467605	0.0098850328	0	0	0.0035994413	0	0	0	0	0.0040829483	0	0.0028473192	0	0.012302568	0	0	0.0041903943
Plate2-F2	0.0009716824	0.0104802887	0	0.0124236535	0.0036091061	0	0.0038173237	0.0049972238	0.0037479178	0	0	0	0	0.0138811771	0	0.0009022765	0.0009022765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0005552471	0	0.0081204886	0.0093697946	0	0.0086757357	0.0017351471	0	0.0023598001	0.0098556358	0.002429206	0.0025680178	0.0005552471	0.0022903942	0	0	0.0080510827	0.0026374237	0.0217240422
Plate2-D2	0.001000834	0.0133444537	0	0.0102863497	0.0013900473	0	0	0	0.0023352794	0	0.000500417	0	0.0082846817	0.001501251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0068946344	0.0028912983	0.0004448151	0	0	0.0115095913	0.0022240756	0.0033361134	0.0014456492	0.0007228246	0.0006116208	0.0011120378	0.0028356964	0	0.0119544064	0	0.0057825966
Plate2-E2	0.0010734653	0.0236162362	0.0015431063	0.0158336129	0	0	0	0	0.0011405569	0	0	0	0	0.0056356927	0	0.0007380074	0.0012076484	0	0	0.0004696411	0	0	0	0	0.0004025495	0	0	0	0	0	0	0	0	0	0.0040925864	0.0050318685	0.0018114727	0.002079839	0.0011405569	0	0	0.0013418316	0	0.0031533043	0	0.0015431063	0	0.0052331432	0.0037571285	0	0.0063066085
Plate1-F10	0	0.0140803969	0	0.009119428	0	0	0	0	0.0030641278	0.0165608813	0	0	0.0056175677	0.002918217	0.0006565988	0	0	0	0	0	0	0	0	0	0.0002918217	0	0	0	0	0	0	0	0.0013131976	0	0.0046691472	0.0035018604	0	0	0	0.004815058	0	0.0035748158	0.0021157073	0	0	0	0.0036477712	0	0.0107974028	0	0.0056175677
Plate2-C2	0.0018188708	0.0109132247	0.001061008	0.0215990906	0.0036377416	0	0.0053050398	0	0.0055323986	0	0.0002273588	0	0	0.0093974991	0	0	0	0.0004547177	0	0	0	0	0	0	0	0	0	0	0	0.0004547177	0	0	0	0	0	0.0033345964	0	0.003486169	0	0	0	0	0	0.0020462296	0.0006062903	0	0	0	0	0	0.0015157257
Plate2-B2	0	0.0054080629	0.0012291052	0.0234759095	0.0047935103	0	0	0	0.0163470993	0.0072517207	0	0	0	0.0098328417	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000245821	0	0	0	0.0011061947	0.0019665683	0	0	0	0	0	0	0	0	0	0	0.0044247788	0	0	0	0.0038102262	0.0039331367	0	0.0015978368
Plate2-E6	0.0004576484	0.0456504329	0	0.0067121773	0	0.0008008848	0.0022119675	0.0025170665	0	0.0091148316	0	0	0	0.0163227947	0.0014110827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0020975554	0	0.0033560886	0.0051104077	0.000305099	0	0.0028221654	0.0001144121	0	0	0.0009915716	0	0	0	0.0024789291	0	0	0	0.0059494298	0	0.0037374623	0.0025933412
Plate1-D10	0.0016876959	0.0069115165	0	0.0177609901	0.00546492	0	0	0	0.0145463313	0.0231455437	0	0	0	0.0049023547	0	0	0.00273246	0	0	0.0010447641	0	0	0	0	0	0.0004821988	0	0.0030539259	0	0.0004018324	0	0	0	0.0012858635	0	0	0	0	0	0	0	0	0	0.0016876959	0	0	0	0	0.00409869	0	0
Plate1-G10	0	0.0246049021	0	0	0	0	0	0	0.0070975679	0.0172234314	0	0	0	0.0085170815	0	0.0008517081	0.0008517081	0	0	0.0007570739	0	0	0	0	0	0	0	0	0	0	0	0	0.0009463424	0	0.0054887858	0	0	0	0	0	0	0.0025551244	0	0	0	0	0	0	0.0051102489	0	0.0061512255
Plate1-E10	0.0007909902	0.0049342725	0	0.0077592376	0.0017326453	0	0.0018079777	0	0	0.0094918829	0.0010546537	0.003163961	0	0.0065915854	0.0011299861	0.0009793213	0.0083995631	0	0.0012429847	0.0077215714	0	0	0	0	0	0	0	0.0111115296	0	0	0	0	0.0002636634	0	0	0.0010546537	0.0007156578	0.0022599721	0	0.000753324	0	0	0	0.000753324	0	0	0	0	0	0	0.0013936495
